Comunidades y Ciudades Autónomas;Sexo;Características demográficas;Tipo de uso de TIC;Total
Asturias, Principado de;Mujeres;Edad: De 16 a 24 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Edad: De 16 a 24 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Edad: De 16 a 24 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);100,0
Asturias, Principado de;Mujeres;Edad: De 16 a 24 años;Personas que han comprado a través de Internet en los últimos 3 meses;57,7
Asturias, Principado de;Mujeres;Edad: De 25 a 34 años;Total Personas;43.742
Asturias, Principado de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;93,0
Asturias, Principado de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado Internet en los últimos 3 meses;93,0
Asturias, Principado de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;93,0
Asturias, Principado de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);93,0
Asturias, Principado de;Mujeres;Edad: De 25 a 34 años;Personas que han comprado a través de Internet en los últimos 3 meses;75,2
Asturias, Principado de;Mujeres;Edad: De 35 a 44 años;Total Personas;72.783
Asturias, Principado de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);97,8
Asturias, Principado de;Mujeres;Edad: De 35 a 44 años;Personas que han comprado a través de Internet en los últimos 3 meses;86,8
Asturias, Principado de;Mujeres;Edad: De 45 a 54 años;Total Personas;83.146
Asturias, Principado de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet en los últimos 3 meses;97,2
Asturias, Principado de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;95,2
Asturias, Principado de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);89,8
Asturias, Principado de;Mujeres;Edad: De 45 a 54 años;Personas que han comprado a través de Internet en los últimos 3 meses;56,1
Asturias, Principado de;Mujeres;Edad: De 55 a 64 años;Total Personas;84.261
Asturias, Principado de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet en los últimos 3 meses;95,3
Asturias, Principado de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;94,8
Asturias, Principado de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);79,5
Asturias, Principado de;Mujeres;Edad: De 55 a 64 años;Personas que han comprado a través de Internet en los últimos 3 meses;37,4
Asturias, Principado de;Mujeres;Edad: De 65 a 74 años;Total Personas;71.262
Asturias, Principado de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,5
Asturias, Principado de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet en los últimos 3 meses;65,6
Asturias, Principado de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;60,6
Asturias, Principado de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);51,7
Asturias, Principado de;Mujeres;Edad: De 65 a 74 años;Personas que han comprado a través de Internet en los últimos 3 meses;11,3
Asturias, Principado de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Total Personas;191.038
Asturias, Principado de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,4
Asturias, Principado de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet en los últimos 3 meses;92,1
Asturias, Principado de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;90,8
Asturias, Principado de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);84,8
Asturias, Principado de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han comprado a través de Internet en los últimos 3 meses;52,8
Asturias, Principado de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Total Personas;83.270
Asturias, Principado de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,7
Asturias, Principado de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;91,5
Asturias, Principado de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;90,1
Asturias, Principado de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);84,5
Asturias, Principado de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;49,0
Asturias, Principado de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Total Personas;..
Asturias, Principado de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Asturias, Principado de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Asturias, Principado de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Asturias, Principado de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Asturias, Principado de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Asturias, Principado de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Total Personas;77.424
Asturias, Principado de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;90,3
Asturias, Principado de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,8
Asturias, Principado de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);84,1
Asturias, Principado de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;54,1
Asturias, Principado de;Mujeres;Hábitat: Menos de 10.000 habitantes;Total Personas;37.527
Asturias, Principado de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;88,8
Asturias, Principado de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;84,8
Asturias, Principado de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);71,5
Asturias, Principado de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;49,2
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Total Personas;52.614
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet en los últimos 3 meses;84,7
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;83,1
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);75,4
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han comprado a través de Internet en los últimos 3 meses;33,7
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Total Personas;142.718
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,2
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet en los últimos 3 meses;88,0
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;86,6
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);77,7
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;43,7
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Total Personas;117.500
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;97,4
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet en los últimos 3 meses;94,2
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;92,9
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);86,8
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;59,5
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Total Personas;52.990
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet en los últimos 3 meses;96,4
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;94,3
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);91,3
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;64,8
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Total Personas;23.437
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);100,0
Asturias, Principado de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han comprado a través de Internet en los últimos 3 meses;75,4
Balears, Illes;Ambos sexos;Total Personas;Total Personas;934.941
Balears, Illes;Ambos sexos;Total Personas;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,3
Balears, Illes;Ambos sexos;Total Personas;Personas que han utilizado Internet en los últimos 3 meses;94,3
Balears, Illes;Ambos sexos;Total Personas;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;93,1
Balears, Illes;Ambos sexos;Total Personas;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);85,7
Balears, Illes;Ambos sexos;Total Personas;Personas que han comprado a través de Internet en los últimos 3 meses;52,8
Balears, Illes;Ambos sexos;Edad: De 16 a 24 años;Total Personas;110.519
Balears, Illes;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Balears, Illes;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
